-5.064517,-6.233139,4.400902,-4.014356,-7.824191,6.376329,3.632451,4.470423,-0.947194,-5.657484,4.191455,6.680018,-6.167973,-5.746831,6.129165,-7.066607,-8.011175,-7.012736,-7.768162,-6.169634
-4.507786,-5.460068,3.989058,-3.736806,-7.146513,5.841120,3.164670,3.754479,-0.827208,-5.130721,3.938823,6.137221,-5.368968,-5.075463,5.427619,-6.312750,-7.277762,-6.604120,-7.047176,-5.360647
-4.149417,-5.069541,3.598606,-3.304912,-6.519650,5.369583,2.929904,3.612574,-0.685134,-4.677694,3.458190,5.613577,-4.769184,-4.817705,5.070265,-5.643603,-6.596368,-5.563094,-6.200277,-4.874784
-5.244119,-6.292833,4.410612,-4.192853,-8.130521,6.513813,3.838598,4.442803,-0.938123,-5.904923,4.394101,6.963588,-6.340867,-6.061419,6.388740,-7.279224,-8.319777,-7.497810,-8.033512,-6.289996
-4.767717,-5.664867,4.161618,-3.865667,-7.447317,6.055709,3.309986,4.035699,-0.790638,-5.372298,4.066536,6.391095,-5.636291,-5.357793,5.683367,-6.719251,-7.630558,-6.744210,-7.367933,-5.639894
-4.374940,-5.411619,3.888206,-3.637915,-7.047626,5.782290,3.206400,4.001264,-0.851479,-4.955717,3.739269,5.973006,-5.590651,-5.052612,5.386489,-6.346156,-6.980888,-6.364157,-7.019275,-5.629827
-4.125527,-4.774251,3.466550,-3.247260,-6.473572,5.203604,2.817869,3.326087,-0.681554,-4.592802,3.431205,5.450975,-4.766979,-4.670697,5.031874,-5.690017,-6.559888,-5.863030,-6.300750,-4.829875
-5.313600,-6.305754,4.496452,-4.321757,-8.200923,6.688565,3.764884,4.563322,-1.009228,-6.086140,4.426421,6.955442,-6.213369,-6.012450,6.442851,-7.307991,-8.424786,-7.458593,-8.109226,-6.284021
-5.444047,-6.659677,4.886572,-4.432226,-8.576977,7.137459,3.841708,4.891820,-0.981422,-6.256594,4.602229,7.343565,-6.722942,-6.381169,6.613033,-7.706935,-8.699402,-7.714855,-8.541886,-6.815859
-4.645313,-5.737944,3.990691,-3.828865,-7.260413,6.017580,3.267353,4.036592,-0.942445,-5.262558,3.958861,6.278334,-5.569949,-5.294461,5.694000,-6.425324,-7.424536,-6.616355,-7.040625,-5.503282
-4.922812,-5.994948,4.202322,-3.942876,-7.554313,6.121953,3.390552,4.265311,-0.927275,-5.424539,4.025986,6.550255,-6.036341,-5.452085,5.924842,-6.774337,-7.760075,-6.824504,-7.512877,-5.872135
-3.728308,-4.668292,3.410470,-3.155016,-5.941086,4.974223,2.730380,3.384581,-0.749333,-4.391619,3.323503,5.210183,-4.539253,-4.456205,4.550817,-5.389701,-6.211024,-5.288427,-5.945637,-4.620686
-5.480989,-6.692301,4.704424,-4.454960,-8.636618,7.019104,3.813850,4.757736,-1.106512,-6.160766,4.656203,7.267476,-6.703141,-6.222898,6.652254,-7.739358,-8.650957,-7.801712,-8.469513,-6.685283
-6.198291,-7.312209,5.092163,-5.008569,-9.489912,7.723196,4.252822,5.053682,-1.027569,-6.930933,5.152931,8.081818,-7.306278,-7.046972,7.425474,-8.502268,-9.718231,-9.010764,-9.331608,-7.208477
-5.895093,-7.004956,4.974106,-4.721550,-9.166605,7.395094,4.084578,4.980792,-1.027350,-6.635683,4.993642,7.847684,-6.956849,-6.735758,7.138502,-8.116582,-9.375775,-8.486755,-8.978542,-6.845161
-6.147624,-7.289742,5.265407,-5.102070,-9.604187,7.792900,4.439654,5.258055,-1.124251,-6.835669,5.185892,8.202908,-7.404932,-6.958871,7.500984,-8.699669,-9.705869,-8.957267,-9.408962,-7.364106
-4.102771,-4.862558,3.577398,-3.163571,-6.382107,5.142999,2.858704,3.670045,-0.732750,-4.614390,3.287570,5.425052,-4.907130,-4.551721,4.988109,-5.649399,-6.484609,-5.563984,-6.358290,-4.984236
-3.501881,-4.260100,3.065422,-2.804550,-5.473054,4.424287,2.482111,3.131289,-0.553264,-3.974452,2.977585,4.785329,-4.058208,-4.078046,4.386631,-4.989839,-5.588543,-4.797586,-5.331933,-4.181285
-5.279492,-6.380970,4.602308,-4.204674,-8.240746,6.684438,3.847181,4.698771,-0.962027,-5.998842,4.373768,7.038525,-6.432553,-6.101309,6.470387,-7.351479,-8.412545,-7.404344,-8.160662,-6.436217
-5.482328,-6.461788,4.905950,-4.456542,-8.409247,6.764715,3.871279,4.530679,-0.820303,-6.192091,4.646964,7.248813,-7.098065,-6.207685,6.733565,-8.002209,-8.904432,-7.799485,-8.767028,-6.906234
-4.435436,-5.461865,3.974889,-3.647594,-6.950285,5.750338,3.125262,3.849640,-0.740124,-4.927954,3.786819,6.017505,-5.477506,-5.112586,5.333513,-6.344739,-7.184318,-6.275642,-6.874093,-5.452735
-4.944439,-6.065745,4.430541,-4.079470,-7.764592,6.408174,3.491274,4.391890,-0.910450,-5.567759,4.188696,6.634227,-6.011991,-5.693964,6.080588,-7.067734,-7.953698,-6.908927,-7.624056,-6.147724
-4.289091,-5.241264,3.798473,-3.559052,-6.767739,5.561970,3.020984,3.823506,-0.864368,-4.957308,3.726071,5.793920,-5.159240,-4.911377,5.240474,-6.125050,-6.967269,-6.084073,-6.653721,-5.195362
-3.519461,-4.145267,2.973287,-2.689454,-5.248437,4.205199,2.433107,2.984324,-0.729408,-3.785365,2.758827,4.722032,-4.118826,-3.811429,4.357779,-4.746640,-5.364572,-4.468388,-5.022315,-3.907298
-3.859820,-4.806479,3.554696,-3.193091,-6.356985,5.090410,2.681013,3.545037,-0.798564,-4.461566,3.234408,5.349715,-4.852800,-4.465443,4.844607,-5.451338,-6.201900,-5.363102,-6.058424,-4.806700
-4.888874,-5.757119,4.169785,-3.904890,-7.730786,6.140520,3.426632,4.337746,-0.882462,-5.390870,3.874878,6.304751,-6.028452,-5.451062,5.997909,-6.822845,-7.668779,-6.839325,-7.575182,-5.989244
-4.701028,-5.675129,3.997557,-3.811482,-7.477108,6.038113,3.353933,4.079254,-0.839349,-5.431995,4.053380,6.462149,-5.544545,-5.430874,5.853529,-6.548686,-7.668880,-6.721637,-7.165632,-5.482949
-3.976198,-4.659454,3.343668,-3.180464,-6.046029,4.990466,2.662949,3.515898,-0.795755,-4.249164,3.259509,5.147459,-4.453065,-4.455598,4.781640,-5.422160,-6.031345,-5.264811,-5.897620,-4.695603
-5.305371,-6.055518,4.399309,-4.050260,-7.956149,6.317522,3.597686,4.474735,-0.931466,-5.744987,4.153268,6.660837,-6.217413,-5.756101,6.257666,-7.141636,-8.116119,-7.098602,-7.869658,-6.165308
-5.162941,-5.747454,4.163831,-3.952594,-7.523585,5.982014,3.484507,4.145629,-0.702150,-5.742490,3.790337,6.388870,-6.326488,-5.342884,6.000740,-7.012393,-7.822259,-6.938417,-7.981493,-6.105161
-5.848025,-6.967129,4.933559,-4.606938,-9.042993,7.313066,3.979160,4.863269,-0.984580,-6.407291,4.803430,7.729851,-6.906700,-6.572696,7.018322,-8.095235,-9.183227,-8.374153,-8.802064,-6.899998
-4.761211,-5.751204,4.067925,-3.811058,-7.351902,5.997039,3.233759,4.081491,-0.903015,-5.301096,4.120557,6.318058,-5.430834,-5.214611,5.741643,-6.653491,-7.683742,-6.648587,-7.126733,-5.556781
-5.292583,-6.556261,4.560438,-4.316340,-8.348722,6.714424,3.737013,4.611362,-1.107549,-5.997798,4.338344,7.084338,-6.602629,-5.846901,6.410351,-7.503115,-8.426979,-7.539881,-8.346428,-6.565876
-5.019882,-6.029305,4.274054,-3.980595,-7.672251,6.307098,3.409836,4.322911,-0.847441,-5.425241,3.942099,6.576812,-6.027888,-5.589029,5.962115,-6.877625,-7.885885,-6.938892,-7.493302,-6.016314
-5.316259,-6.281816,4.521615,-4.240218,-8.112736,6.500745,3.809097,4.600466,-0.882142,-5.952808,4.252268,6.759413,-6.381584,-5.918643,6.490211,-7.246869,-8.303348,-7.343314,-8.126165,-6.316855
-5.545236,-6.675597,4.791687,-4.462455,-8.622122,7.165661,3.874030,4.750374,-0.943406,-6.292124,4.694442,7.414712,-6.492286,-6.360060,6.553689,-7.732928,-8.874290,-7.978517,-8.575174,-6.610836
