0.995307,2.367826,2.204565,-2.346697,-1.856869,-2.478893,-2.530747,-3.003818,2.714941,3.260508,-3.486062,-0.345184,-2.986286,-2.573270,-4.585153,-3.629723,-3.528125,3.398887,3.573644,-3.405302,2.151147,2.140832,2.673335,2.881712,1.840823,2.005925,2.250585,2.003596,1.395573,1.681113,1.395357,2.596320,1.757693,1.993080,1.524415,2.520549,1.647555,2.144518,2.354731,2.451751,0,0,0,0,0,0,1
1.547693,2.561776,2.611165,-2.368897,-2.211563,-2.660921,-2.969356,-3.854290,2.999933,3.736218,-3.896063,-0.184360,-3.382710,-3.149141,-5.521568,-4.083569,-4.129615,4.053555,4.079106,-3.993787,2.540104,2.676827,3.095923,3.526973,2.063227,2.509980,2.544636,2.157326,1.484771,1.692448,1.643655,2.916871,2.140594,2.310980,1.744543,2.979669,1.849323,2.461207,2.654646,3.013098,0,0,0,0,0,1,0
1.377180,2.981629,2.507686,-2.682395,-2.347378,-3.049536,-3.163375,-4.067659,3.300703,4.081582,-4.348684,-0.264910,-3.988643,-3.234190,-5.782400,-4.528696,-4.635595,4.531325,4.079412,-4.350826,2.407196,2.933044,3.258081,3.651058,2.304152,2.526048,3.021463,2.392357,1.630667,2.054249,1.638093,3.165178,2.118785,2.523405,1.821834,3.361128,2.144104,2.662231,2.909070,3.157148,0,0,0,0,0,0,1
0.490131,0.789587,0.714519,-0.634849,-0.629827,-0.614537,-0.996386,-1.030119,0.883436,1.094475,-1.164194,-0.014431,-1.015095,-0.851892,-1.607355,-1.244925,-1.230759,1.187699,1.050278,-1.178765,0.728747,0.678108,0.956252,1.008622,0.601871,0.723329,0.801058,0.645401,0.475162,0.547583,0.587612,0.939209,0.613882,0.691484,0.511235,0.801280,0.575719,0.580831,0.783792,0.984407,0,0,0,1,0,0,0
2.054255,3.707130,3.445472,-3.210487,-3.202155,-4.015197,-4.200515,-5.163860,4.155929,5.521832,-5.569639,-0.446656,-4.990514,-4.185499,-7.380409,-5.706457,-5.721191,5.386194,5.508901,-5.700930,3.519732,3.732119,4.482206,4.723465,2.808008,3.281633,3.722618,2.948269,1.945815,2.610316,2.313607,3.926813,2.929910,3.294263,2.273387,4.015059,2.830760,3.327616,3.819861,4.190602,0,0,0,0,0,0,1
2.567095,5.228265,4.522019,-4.983374,-4.203427,-5.535774,-5.204806,-6.812224,5.662649,6.949573,-7.000589,-0.829411,-6.337127,-5.451478,-9.820833,-7.614621,-7.397021,7.667542,6.705540,-7.302046,4.410479,4.954195,5.589512,6.681039,3.288489,4.506207,5.196422,3.732830,2.681487,3.392770,3.066020,4.879867,3.700178,4.066487,3.145886,5.291871,3.401324,4.981155,5.243797,5.016666,0,0,0,0,0,0,1
0.651147,1.243453,1.188125,-1.127906,-1.064791,-1.094745,-1.398203,-1.635663,1.418323,1.732140,-1.706318,0.032710,-1.593424,-1.416075,-2.540288,-1.964570,-1.846323,1.838817,1.804616,-1.843822,1.045437,1.130085,1.482324,1.628922,0.938172,1.149900,1.227678,1.049025,0.717641,0.859304,0.764662,1.484677,0.946982,1.087832,0.763658,1.351375,0.836724,1.090937,1.203006,1.284793,0,1,0,0,0,0,0
1.551847,2.859010,2.451826,-2.302773,-2.274665,-2.919263,-3.149610,-3.828607,3.188449,3.866225,-4.113046,-0.467251,-3.632661,-3.229856,-5.479073,-4.248190,-4.199950,4.172228,4.003936,-4.057426,2.547290,2.839538,3.368361,3.710381,2.254173,2.427829,2.751830,2.330343,1.605309,1.884624,1.731163,2.897841,2.103140,2.457542,1.610763,3.069390,1.949944,2.524037,2.802900,3.166850,0,0,1,0,0,0,0
1.501118,3.019737,3.163548,-2.851602,-2.509799,-3.202481,-3.575001,-4.152158,3.495027,4.330308,-4.520620,-0.362171,-3.965921,-3.426124,-5.982132,-4.649260,-4.532932,4.482855,4.300136,-4.338983,2.817394,2.692155,3.503955,3.939052,2.161527,2.777894,3.110867,2.360379,1.945619,2.277906,1.886600,3.264944,2.329488,2.549013,2.187210,3.204154,2.196334,2.867526,2.876800,3.197607,0,0,0,0,0,0,1
1.719490,3.225273,2.562745,-2.651236,-2.268912,-3.086815,-3.398182,-4.135062,3.286387,4.104054,-4.465832,-0.517645,-3.652175,-3.457118,-5.754259,-4.378363,-4.801396,4.638844,4.231704,-4.223957,2.668931,2.903263,3.445446,3.903821,2.309968,2.766922,2.944942,2.432884,1.748724,1.988506,1.821040,3.030668,2.209371,2.558891,1.990829,3.087436,2.156720,2.819738,2.871557,3.328973,0,0,0,0,0,1,0
2.392852,4.157720,3.553321,-3.410185,-3.252405,-4.148637,-4.449761,-5.524199,4.259984,5.681627,-5.568400,-0.319999,-5.376143,-4.658742,-7.940862,-6.167427,-6.272902,5.955307,5.800257,-5.867245,3.690119,4.005362,4.469589,5.253508,2.727869,3.573065,4.076851,3.251823,2.310002,2.613424,2.242939,4.132459,3.057302,3.413563,2.411568,4.401653,3.014030,3.588428,3.767129,4.244410,0,0,0,0,0,0,1
2.980793,6.675137,5.488269,-4.975629,-6.215396,-6.668337,-7.359471,-8.875542,6.608795,8.788231,-9.343444,-1.013927,-9.693348,-7.740932,-13.376766,-9.775070,-9.995234,10.194296,9.541058,-8.720387,6.230598,6.448629,7.251445,8.871627,4.890368,5.541366,5.982326,5.107831,3.262290,4.139228,3.741133,6.574254,4.685252,4.743005,3.911484,5.927711,4.914780,5.159915,6.624995,6.821483,0,0,0,0,0,1,0
1.077459,2.003085,1.703615,-1.812230,-1.721271,-2.048502,-2.241404,-2.679322,2.265464,2.681528,-3.013681,-0.148329,-2.697050,-2.303598,-4.045989,-2.949212,-3.213627,2.836592,2.893503,-2.873733,1.740218,2.076366,2.360729,2.689539,1.659567,1.868512,1.957390,1.632124,1.082323,1.446577,1.214915,2.215588,1.580557,1.721244,1.234865,2.166222,1.486320,1.757326,2.011870,2.202183,0,0,0,0,0,0,1
1.193929,2.543659,2.381701,-2.490294,-2.202748,-2.768578,-3.043427,-3.545395,3.152902,3.718941,-4.000601,-0.352603,-3.510481,-3.026787,-5.228241,-4.116771,-3.991415,3.919303,3.894928,-4.062480,2.426087,2.700717,3.069443,3.576305,2.368659,2.383103,2.674202,2.121036,1.595150,1.959189,1.487446,2.836113,1.896817,2.239914,1.615474,3.036461,1.952702,2.481017,2.626762,2.962892,0,0,0,0,0,0,1
1.175126,2.695409,2.240410,-2.472519,-2.511205,-2.740966,-2.943692,-3.726383,2.843154,3.614627,-4.016267,-0.634145,-3.287219,-3.065922,-5.121726,-4.331770,-3.784514,4.115861,3.619534,-3.966925,2.425333,2.800645,2.934084,3.246603,2.249577,2.341049,2.617441,2.046121,1.487966,1.991013,1.617546,2.856934,1.904178,2.348096,1.535483,2.798940,1.744644,2.332891,2.714277,2.861782,0,0,0,0,0,0,1
1.271938,2.163203,1.884052,-1.862458,-1.854954,-2.017193,-2.300275,-2.721545,2.442090,3.000039,-2.983891,-0.196753,-2.788194,-2.192764,-4.222928,-3.029367,-3.129993,3.041456,2.935505,-3.081658,1.833773,2.158308,2.259862,2.710347,1.486970,1.897176,2.166048,1.776035,1.246107,1.273203,1.264416,2.448772,1.501321,1.867938,1.238086,2.203395,1.534815,1.936702,1.948205,2.353056,0,0,0,0,0,0,1
1.803400,3.386440,3.042820,-3.274872,-3.119226,-3.962605,-3.897223,-5.013550,4.125985,4.937917,-5.316457,-0.247305,-4.523158,-3.826108,-7.014378,-5.535161,-5.420822,5.141932,5.015536,-5.311243,3.095344,3.469002,4.108549,4.477219,2.624792,3.298878,3.831518,2.740206,1.911535,2.545789,2.214548,3.746450,3.015626,2.893312,2.232635,3.694949,2.768835,3.480074,3.612492,3.912621,0,0,0,0,0,0,1
0.253802,0.669176,0.583192,-0.637290,-0.510956,-0.559781,-0.746542,-0.885362,0.795701,0.822404,-0.851599,0.023150,-0.787312,-0.784176,-1.378174,-1.166351,-1.035733,0.846824,0.922331,-0.954929,0.594192,0.497378,0.876104,0.798106,0.550213,0.619493,0.666632,0.512065,0.420649,0.414072,0.474306,0.708564,0.518142,0.555182,0.480785,0.807364,0.441545,0.588431,0.640783,0.680268,0,0,0,0,0,0,1
1.064396,2.072493,1.643353,-1.811777,-1.595364,-1.974195,-2.094981,-2.657842,2.050283,2.693434,-2.706068,-0.238608,-2.622491,-2.293505,-3.908281,-2.926285,-3.067046,2.938076,2.812413,-2.818232,1.759603,1.859826,2.292869,2.595652,1.501910,1.636831,1.950947,1.675197,1.075052,1.281940,1.167487,2.057096,1.400285,1.758523,1.323517,2.124130,1.334461,1.674014,1.801629,2.172751,0,0,0,0,0,0,1
1.541578,2.938504,2.612942,-2.580517,-2.324332,-2.805609,-3.111263,-3.861873,3.304889,4.065974,-4.290836,-0.227433,-3.803612,-3.284006,-5.568136,-4.253252,-4.495108,4.224832,3.992846,-4.173631,2.746430,2.809517,3.251991,3.619940,2.102556,2.695970,2.811455,2.450104,1.458402,1.927590,1.851928,3.143647,2.125016,2.548191,1.733835,3.094486,2.055662,2.484703,2.679405,3.240189,0,0,0,0,0,0,1
2.080737,3.663572,3.464458,-3.363921,-3.166541,-3.904035,-4.292734,-4.923560,4.102462,5.179301,-5.526503,-0.519023,-4.905322,-4.108424,-7.311083,-5.296945,-5.839648,5.378567,5.251863,-5.560937,3.374794,3.815507,4.472939,4.723831,2.867056,3.192121,3.728065,2.973458,2.141421,2.536961,2.218321,4.008959,2.912280,3.234628,2.235021,3.870568,2.914595,3.467119,3.704428,4.114823,0,0,0,0,0,0,1
1.060312,1.858184,1.699449,-1.501787,-1.441201,-1.848488,-1.945272,-2.670703,2.130690,2.578407,-2.634019,-0.165600,-2.429231,-2.118651,-3.576966,-2.846536,-2.717275,2.716818,2.557658,-2.585051,1.593138,1.789211,2.190921,2.472884,1.429258,1.651899,1.963808,1.483600,1.040452,1.297643,1.066356,1.917205,1.302847,1.559507,0.982696,2.138023,1.205052,1.650168,1.744169,1.890253,0,0,0,0,0,0,1
2.081207,4.055022,3.652584,-3.365977,-3.151124,-3.930540,-4.114252,-5.635749,4.329991,5.477002,-5.572928,-0.503354,-4.920918,-4.434046,-7.572221,-5.760771,-5.829381,5.681614,5.651859,-5.730750,3.469668,3.870116,4.412247,5.127123,3.036339,3.406772,4.012395,3.134892,2.112381,2.685283,2.158359,4.224270,2.937489,3.360598,2.297935,4.289333,2.707165,3.518241,3.778036,4.213296,0,0,0,0,0,0,1
1.020176,1.956959,1.721423,-1.756356,-1.581436,-2.083521,-2.147540,-2.724129,2.124665,2.653093,-2.902851,-0.372539,-2.505682,-2.273484,-3.853965,-3.039638,-2.862449,2.982966,2.802320,-2.845884,1.709791,1.701157,2.269126,2.680202,1.513253,1.844273,2.102928,1.540000,1.208920,1.501891,1.212909,2.296111,1.572463,1.670304,1.251911,2.126224,1.301055,2.021265,1.954183,2.057930,0,0,0,0,0,0,1
1.731951,2.810384,2.677045,-2.298515,-2.118606,-2.637432,-3.161006,-3.834007,2.961838,3.718645,-3.975263,-0.261209,-3.542709,-3.070925,-5.348954,-3.752776,-4.202521,3.970655,3.725681,-3.862576,2.513810,2.795539,3.120965,3.452337,2.193815,2.513055,2.699425,2.065262,1.474647,1.732777,1.560797,3.143043,2.186408,2.385309,1.778891,3.073568,2.137376,2.356566,2.642343,3.029362,0,0,0,0,0,1,0
1.187864,2.892221,2.412413,-2.365755,-2.263711,-2.661273,-3.045747,-3.679289,2.958290,3.532670,-3.795275,-0.442017,-3.524351,-2.989467,-5.212936,-4.365455,-4.079900,3.878175,3.929933,-3.823187,2.364453,2.397230,2.981120,3.614388,2.018415,2.286580,2.744834,2.140608,1.484576,1.855643,1.517071,2.711659,1.663633,2.211361,1.591496,3.062815,1.624112,2.630402,2.585303,2.741599,0,0,0,0,0,0,1
1.408510,2.449104,2.218725,-1.954989,-1.929188,-2.428826,-2.839332,-3.359298,2.661456,3.292296,-3.529273,-0.157415,-3.155492,-2.812865,-4.903934,-3.679435,-3.854486,3.741579,3.550590,-3.492176,2.201979,2.364998,2.939680,3.173278,1.814386,2.286860,2.315574,2.008805,1.326157,1.567624,1.598763,2.711960,1.930883,2.075001,1.567983,2.648496,1.648520,2.263362,2.395346,2.485334,0,0,0,0,0,1,0
1.445164,2.979085,2.776373,-2.583355,-2.550931,-3.196433,-3.208006,-4.147059,3.448283,4.450407,-4.623775,-0.396464,-3.900159,-3.358192,-6.024970,-4.642701,-4.698034,4.200320,4.556904,-4.363340,2.632025,3.056486,3.651177,3.777864,2.458281,2.707788,3.276660,2.439799,1.755219,2.314644,1.811707,3.519887,2.525881,2.661514,1.945204,3.287286,2.279989,2.790727,3.010276,3.520567,0,0,0,0,0,1,0
