0.060893,0.055985,0.039953,-0.131863,0.019323,0.043292,0.212283,0.019986,0.118886,-0.001078,-0.055367,-0.057847,0.068178,-0.064453,0.021721,-0.077056,-0.153176,0.084035,0.037251,0.088983,0.063648,0.005183,0.026032,0.164130,-0.122962,0.044253,0.053546,0.042874,-0.143339,-0.064907,-0.019328,-0.008438,0.071224,-0.118507,0.003123,0.105097,-0.064231,-0.102916,0.060485,0.102744,0,0,0,0,1
-0.039445,0.009085,0.047583,0.020346,-0.014842,0.068422,0.063326,0.066776,0.030679,-0.021352,-0.011905,-0.015275,0.045335,-0.011890,-0.001724,-0.119758,-0.055905,0.063522,0.025998,0.043666,0.012750,-0.085410,0.131921,0.038307,-0.068165,-0.062460,-0.010931,-0.024645,-0.111505,-0.028325,-0.049303,-0.028003,0.024372,0.017268,-0.045238,0.075061,-0.067381,0.030273,-0.011277,0.034110,1,0,0,0,0
-0.130936,0.021368,-0.023759,-0.053130,0.108543,0.132482,0.065063,-0.056230,0.077607,-0.010327,-0.018096,-0.031795,-0.003653,-0.063327,-0.055227,-0.030272,0.002802,0.077691,0.037236,0.031624,-0.031704,-0.074451,0.079712,0.058631,-0.090701,-0.029025,0.070381,-0.001848,-0.021587,-0.110328,0.027085,0.026551,-0.027523,-0.008816,-0.053789,0.082060,-0.114945,0.054361,0.031787,0.002513,0,0,0,0,1
-0.025382,0.124471,0.011208,-0.063068,0.087443,-0.097029,0.047536,0.046961,0.108140,0.021008,0.033031,-0.011547,-0.064532,-0.080789,0.001657,-0.063064,-0.092684,0.005709,0.065990,0.048887,0.076572,-0.066023,0.082107,0.154479,-0.096290,0.029029,0.045415,0.007882,-0.122200,-0.040682,-0.057709,-0.010343,-0.051810,-0.024857,-0.091500,0.173677,-0.021394,-0.015574,0.084416,0.052987,0,0,0,0,1
-0.088928,-0.005014,-0.045799,-0.144673,0.066472,0.076277,-0.040509,0.028156,0.082768,-0.130433,0.056383,0.028817,-0.074637,-0.064996,-0.066881,-0.068900,-0.151802,0.073529,-0.031820,0.024542,-0.048194,-0.124659,0.077853,0.058858,-0.040503,0.021515,0.042475,0.000470,-0.186243,-0.049695,0.020061,-0.057994,-0.019019,-0.100210,-0.087502,0.153976,-0.061355,-0.051468,0.108661,0.030649,0,0,0,0,1
-0.067291,0.013607,-0.009351,-0.055914,0.058282,0.111764,0.050873,-0.020529,0.195535,-0.010264,0.006365,-0.150143,0.002654,-0.034851,-0.075516,0.014129,-0.136859,0.032496,0.114330,-0.000931,-0.034074,-0.060205,0.107471,0.126403,-0.166629,-0.070929,0.087572,0.041334,-0.183797,-0.043159,-0.049391,0.036902,-0.039275,0.034650,-0.095759,0.130350,-0.062761,0.012453,0.033626,0.054073,0,0,0,0,1
-0.159951,0.007178,0.027099,-0.053581,0.115995,0.054844,-0.023292,-0.024822,0.117586,-0.007930,0.007053,-0.037839,0.042360,0.047702,-0.058929,-0.115659,-0.072240,-0.043915,0.140023,0.089676,-0.034232,-0.027753,0.106212,0.186876,-0.055301,0.015787,0.072974,0.041795,-0.112296,-0.088487,-0.078444,-0.051060,-0.008295,0.010962,-0.053027,0.119687,-0.122074,-0.033789,-0.006761,0.066446,1,0,0,0,0
-0.045910,0.030473,-0.042349,-0.154478,0.078400,0.070706,0.041271,-0.007694,0.058152,0.010766,-0.017303,-0.026775,0.055330,-0.063980,-0.059926,-0.024902,-0.135226,0.068276,-0.006709,0.095333,-0.035112,-0.006445,0.145180,0.227768,-0.070572,0.056267,0.078853,0.043410,-0.082007,-0.105812,-0.044314,0.009324,0.051443,-0.021955,-0.052090,0.110384,-0.030532,-0.011005,0.123869,0.091919,1,0,0,0,0
0.021991,-0.050644,-0.024331,0.007763,-0.022738,0.015211,0.113422,-0.032687,0.009011,0.012070,-0.012199,-0.059359,0.015010,-0.056626,0.016116,-0.039893,0.012024,0.029484,0.044355,0.023658,-0.043003,-0.020247,0.147249,0.092492,-0.067349,-0.073913,0.124490,-0.071960,-0.020444,-0.084842,0.006759,-0.060537,-0.011822,-0.044146,-0.063562,0.087529,-0.116579,0.082562,0.105494,0.052476,1,0,0,0,0
-0.021610,0.015921,-0.027175,-0.083979,-0.001861,0.016169,-0.007098,0.015985,0.114286,-0.025566,-0.061672,0.023578,0.000677,-0.045034,-0.013056,-0.072755,-0.073366,0.016008,0.037244,0.067067,-0.012750,-0.038149,0.039862,0.045421,-0.019982,-0.021192,-0.035757,-0.015423,-0.091159,-0.026669,0.062243,-0.018393,-0.031993,-0.022187,-0.038783,0.066746,0.022954,-0.006771,0.062921,0.076896,1,0,0,0,0
