0.039355,0.015369,-0.165536,0.023436,-0.031589,-0.057447,0.007675,-0.031654,-0.109152,-0.051275,0.019982,0.072189,-0.129789,-0.017102,0.046564,-0.060919,0.002076,0.102593,0.028318,0.034861,-0.085220,-0.106499,-0.097688,-0.111671,-0.131680,-0.151521,-0.094892,-0.059901,-0.094899,-0.103591,-0.099470,-0.072787,-0.105880,-0.109539,-0.107769,-0.115596,-0.131264,-0.115709,-0.109659,-0.116999
0.058617,0.006446,-0.148056,0.043017,-0.022030,-0.050767,-0.014502,-0.030748,-0.108363,-0.041538,0.005832,0.065981,-0.115396,-0.015017,0.061723,-0.064573,-0.000368,0.092629,0.024906,0.012388,-0.085057,-0.091567,-0.109819,-0.086157,-0.136688,-0.123790,-0.093814,-0.083643,-0.097041,-0.096497,-0.097835,-0.088909,-0.099420,-0.110802,-0.102787,-0.123699,-0.117971,-0.089652,-0.096634,-0.105793
0.001272,-0.041716,-0.061917,0.023809,0.030672,-0.090724,-0.048916,0.000060,-0.117574,-0.028409,0.039834,0.059722,-0.131676,-0.076383,0.077575,-0.070441,-0.006738,-0.003931,-0.006877,-0.002327,-0.109782,-0.102055,-0.122349,-0.089352,-0.123108,-0.089638,-0.091838,-0.078922,-0.099115,-0.105628,-0.110439,-0.124984,-0.083985,-0.074705,-0.096148,-0.089010,-0.104370,-0.068938,-0.097695,-0.107482
0.052252,0.027744,0.025420,-0.064424,0.024137,0.022018,0.013640,0.025874,0.044561,0.014490,0.002942,-0.001732,0.072139,-0.003229,-0.040795,0.006980,0.016469,-0.014624,0.031823,-0.006225,0.012298,0.051256,0.051969,-0.006580,0.039152,0.069584,0.042808,0.023553,0.015472,0.002677,0.023156,0.013675,-0.032812,0.011951,0.010160,0.025194,0.034300,0.027876,0.013052,-0.014221
0.023504,0.022470,0.019110,-0.045263,0.005449,0.038786,-0.018623,0.005432,0.047837,-0.027234,-0.019570,-0.016926,0.101582,-0.035696,-0.001701,0.008395,0.033210,-0.061881,0.030590,-0.012128,0.038781,0.066460,0.051864,0.055396,0.050874,0.066327,0.066198,0.084978,0.064833,0.057384,0.070780,0.059938,0.035326,0.046473,0.042362,0.057665,0.067254,0.067135,0.055295,0.041721
-0.020230,0.009929,0.018751,-0.055663,0.037770,0.035936,-0.047728,0.001470,0.073206,0.013468,0.007104,-0.032613,0.094937,0.055924,-0.008118,0.018437,-0.018899,-0.001807,-0.017540,-0.044854,0.017434,0.028287,0.021138,0.013564,0.061528,0.039118,0.044202,0.066936,0.017284,0.001214,0.054604,0.032182,0.030729,0.063616,0.040321,0.026327,0.048560,0.043111,0.058580,0.026283
0.036616,0.023702,-0.153776,0.048922,-0.028289,-0.049606,-0.012611,-0.029275,-0.104232,-0.056772,0.025277,0.115007,-0.137539,-0.035343,0.084341,-0.062191,-0.004300,0.085943,0.048380,0.020369,-0.096418,-0.102894,-0.085126,-0.097510,-0.126763,-0.133455,-0.089184,-0.049593,-0.081363,-0.125659,-0.102815,-0.075357,-0.125717,-0.119314,-0.094455,-0.133116,-0.116148,-0.110285,-0.115165,-0.120564
0.037096,0.093451,0.014454,-0.017941,0.011541,0.038138,-0.014817,-0.029882,0.060256,-0.026186,-0.039532,-0.042075,0.073229,0.046326,0.042494,0.074476,-0.047770,-0.040784,-0.050642,-0.083855,-0.037644,0.044928,-0.029096,0.037738,0.010261,0.007995,0.063942,0.048291,0.017647,0.014167,0.034298,-0.031410,-0.045291,0.044438,0.018500,-0.029865,0.002530,0.023088,0.031510,-0.026729
-0.017403,-0.017558,-0.105340,0.084071,-0.042338,-0.084448,0.005474,0.002856,-0.173389,-0.022194,-0.001363,0.090914,-0.126492,-0.038395,0.078952,-0.074128,-0.009566,0.003625,-0.003160,0.020375,-0.106525,-0.097199,-0.164262,-0.070095,-0.113822,-0.099823,-0.050556,-0.058118,-0.084920,-0.110461,-0.100420,-0.093905,-0.125976,-0.097326,-0.112670,-0.126845,-0.101883,-0.075965,-0.108901,-0.100666
0.027586,0.001493,-0.080211,0.068518,0.012626,-0.058331,0.014378,-0.058672,-0.168040,0.009851,0.043232,0.120262,-0.096433,-0.053424,0.044375,-0.082289,0.028428,0.009449,-0.011583,0.028547,-0.114214,-0.103579,-0.150281,-0.126269,-0.123521,-0.103926,-0.120106,-0.089456,-0.118425,-0.127880,-0.121802,-0.144717,-0.128741,-0.094308,-0.111644,-0.090412,-0.125570,-0.096960,-0.142330,-0.170776
