-0.071076,0.215141,0.004855,-0.148104,0.005425,-0.006313,0.134243,0.060865,0.169886,-0.045495,0.048098,-0.242498,-0.049292,-0.035668,-0.111374,-0.053444,-0.181630,0.254410,0.031666,0.122147,0.044027,-0.158485,0.112766,0.239256,-0.000600,0.008513,0.024920,-0.192872,-0.150314,0.040090,-0.056891,0.302745,0.091032,-0.281124,-0.223983,0.158347,-0.105240,0.164653,0.064960,-0.001347,0,0,0,0,1
-0.115576,0.197704,0.020160,-0.094996,-0.001107,0.003045,0.123337,0.092933,0.150802,-0.073371,0.054887,-0.209697,-0.075053,-0.013227,-0.110835,-0.064228,-0.118709,0.239712,0.031732,0.127490,0.037255,-0.163689,0.133744,0.226058,0.024311,0.005442,0.016525,-0.190365,-0.113236,0.051674,-0.058543,0.316093,0.085515,-0.257327,-0.274345,0.135043,-0.131172,0.186409,0.076366,0.000595,1,0,0,0,0
-0.145777,0.208922,-0.038873,-0.106776,0.034912,-0.005224,0.113484,0.052466,0.178498,-0.054791,0.046850,-0.194215,-0.121734,-0.039087,-0.143037,-0.036983,-0.140842,0.268974,0.015109,0.125207,0.021727,-0.175782,0.106931,0.220037,0.004189,-0.000646,0.064212,-0.181010,-0.091689,0.039158,-0.049654,0.326694,0.062500,-0.244282,-0.261013,0.140403,-0.110609,0.214345,0.079732,-0.019081,0,0,0,0,1
-0.126464,0.206693,-0.004671,-0.128396,0.024584,-0.038450,0.098604,0.102193,0.157611,-0.057917,0.066363,-0.237759,-0.127016,-0.004838,-0.115669,-0.044975,-0.151159,0.252478,0.019009,0.132841,0.021114,-0.170443,0.109373,0.253299,0.044639,0.027376,0.017589,-0.175675,-0.131510,0.051947,-0.066492,0.341320,0.080588,-0.283562,-0.282445,0.153714,-0.077316,0.181872,0.085862,0.022488,0,0,0,0,1
-0.129733,0.199129,-0.032094,-0.143217,0.016648,0.010856,0.079865,0.100699,0.154657,-0.056249,0.084280,-0.176204,-0.127606,-0.048496,-0.143827,-0.051184,-0.180579,0.259800,-0.006621,0.085532,0.017069,-0.157083,0.074596,0.239612,0.040307,0.026740,0.038922,-0.195235,-0.136629,0.049444,-0.055480,0.324921,0.076851,-0.295319,-0.274546,0.190552,-0.118486,0.187975,0.116573,-0.030146,0,0,0,0,1
-0.136479,0.204211,-0.017253,-0.110902,0.014260,0.004872,0.099002,0.076659,0.185663,-0.047301,0.084632,-0.233539,-0.110950,-0.004407,-0.124408,-0.042249,-0.181547,0.245314,0.039686,0.112810,0.024713,-0.169104,0.148732,0.223502,-0.012842,-0.021993,0.052720,-0.174767,-0.142351,0.061674,-0.041880,0.351653,0.078346,-0.281559,-0.259874,0.142579,-0.077384,0.201845,0.065374,-0.012720,0,0,0,0,1
-0.140382,0.194494,-0.009005,-0.127321,0.005970,-0.012647,0.066858,0.071404,0.166876,-0.068137,0.045466,-0.207772,-0.123292,0.008629,-0.127835,-0.034852,-0.147174,0.195930,0.080190,0.155053,0.019592,-0.133219,0.146353,0.257943,0.050359,0.023280,0.010409,-0.165283,-0.111962,0.043577,-0.089600,0.328295,0.092535,-0.241821,-0.303758,0.156296,-0.130817,0.197431,0.064708,-0.026457,1,0,0,0,0
-0.106635,0.212267,-0.038241,-0.144252,0.017491,-0.006360,0.093108,0.072086,0.155879,-0.052040,0.070529,-0.215482,-0.088557,-0.020604,-0.122579,-0.034594,-0.173697,0.254065,0.014023,0.132755,0.016062,-0.149208,0.105619,0.246210,0.024384,0.027544,0.039223,-0.187923,-0.105745,0.036909,-0.068098,0.342412,0.090901,-0.277917,-0.256996,0.166129,-0.100921,0.199057,0.084580,-0.004473,1,0,0,0,0
-0.106830,0.181202,-0.043686,-0.113839,-0.011438,-0.029843,0.113179,0.047063,0.134856,-0.046173,0.050104,-0.240675,-0.105046,-0.012014,-0.119777,-0.040374,-0.121566,0.258124,0.028082,0.117442,0.022062,-0.138905,0.134905,0.228801,0.026353,-0.026790,0.063526,-0.185367,-0.087400,0.020345,-0.047642,0.323910,0.089449,-0.251759,-0.295099,0.140417,-0.125560,0.213107,0.071292,0.001054,1,0,0,0,0
-0.113508,0.208675,-0.016430,-0.139296,0.005296,-0.034560,0.100753,0.079786,0.163282,-0.051435,0.050251,-0.213071,-0.106892,-0.011244,-0.118864,-0.040257,-0.163103,0.233050,0.030128,0.144368,0.038630,-0.159165,0.086972,0.229720,0.017995,0.016256,0.032876,-0.190151,-0.126033,0.036636,-0.042163,0.335979,0.071519,-0.276463,-0.265836,0.145512,-0.083859,0.195136,0.066791,0.016416,1,0,0,0,0
