0.828897,-0.285674,-0.031973,-0.449829,-1.093623,-0.428310,0.821701,-0.326713,0.882956,0.435810,-0.895640,1.084613,-1.513273,0.238887,0.205583,-0.222723,-0.916298,-0.425490,-0.692322,-0.980110,-0.692558,-0.316629,-0.157699,-0.264689,-0.727341,-0.275510,-0.666896,-0.053897,-0.833023,-0.170947,-0.510283,-0.801222,-1.032169,-0.202695,-0.171900,-0.169441,-0.912353,-0.150520,-0.475431,-0.622159
0.805204,-0.298280,-0.045205,-0.430053,-1.091266,-0.435094,0.807672,-0.319380,0.894957,0.444858,-0.886795,1.078343,-1.506841,0.245304,0.198852,-0.244808,-0.916631,-0.419498,-0.713169,-0.956293,-0.702049,-0.301364,-0.143081,-0.279969,-0.750332,-0.288176,-0.684896,-0.059292,-0.836617,-0.185455,-0.515797,-0.803342,-1.048723,-0.192795,-0.162487,-0.168860,-0.882048,-0.148661,-0.483184,-0.625831
0.830403,-0.290968,-0.037896,-0.453642,-1.103916,-0.431634,0.822205,-0.328089,0.885117,0.461044,-0.908142,1.070261,-1.513101,0.237509,0.213143,-0.220396,-0.910086,-0.429870,-0.688632,-0.971480,-0.691270,-0.312646,-0.150856,-0.277486,-0.734557,-0.280912,-0.660274,-0.042182,-0.835937,-0.155274,-0.515015,-0.795360,-1.002570,-0.198308,-0.176509,-0.173026,-0.902944,-0.155167,-0.477091,-0.625193
0.814162,-0.299838,-0.030287,-0.449507,-1.086025,-0.422047,0.822586,-0.315061,0.884261,0.439252,-0.877189,1.083788,-1.494793,0.244128,0.202035,-0.229301,-0.910311,-0.411945,-0.696547,-0.963999,-0.688228,-0.311184,-0.159786,-0.270721,-0.732503,-0.276056,-0.676918,-0.053127,-0.827015,-0.166479,-0.513747,-0.804054,-1.031839,-0.188185,-0.170783,-0.174511,-0.892885,-0.146426,-0.478999,-0.614779
0.814056,-0.305984,-0.039526,-0.447421,-1.101847,-0.433891,0.806834,-0.340536,0.886494,0.426642,-0.868003,1.084078,-1.490021,0.237615,0.200669,-0.222671,-0.895930,-0.407949,-0.698654,-0.972867,-0.691313,-0.321454,-0.154619,-0.275954,-0.735208,-0.274938,-0.671322,-0.039520,-0.848317,-0.170113,-0.514130,-0.825650,-1.033940,-0.176721,-0.159151,-0.169817,-0.908314,-0.142015,-0.456714,-0.611181
0.812032,-0.315358,-0.054327,-0.485474,-1.109398,-0.412223,0.810670,-0.309143,0.897241,0.441248,-0.853121,1.061020,-1.487060,0.239171,0.199840,-0.201359,-0.885391,-0.443944,-0.675098,-0.957355,-0.695724,-0.328930,-0.158367,-0.262428,-0.744322,-0.268672,-0.653038,-0.021404,-0.849164,-0.145794,-0.498460,-0.812528,-1.005405,-0.194217,-0.155320,-0.157239,-0.890775,-0.138169,-0.469017,-0.611960
0.762863,-0.320963,-0.020341,-0.442279,-1.066244,-0.407874,0.818918,-0.292148,0.874597,0.444160,-0.820375,1.027652,-1.421589,0.240777,0.187440,-0.239318,-0.855692,-0.402506,-0.676158,-0.926728,-0.683219,-0.324307,-0.155033,-0.271198,-0.744217,-0.264188,-0.663604,-0.036008,-0.824273,-0.135287,-0.515249,-0.833519,-0.998589,-0.190724,-0.177345,-0.161843,-0.850113,-0.163215,-0.459344,-0.615553
0.812443,-0.280820,-0.044124,-0.441141,-1.069900,-0.435322,0.797866,-0.315658,0.871239,0.429842,-0.873591,1.076140,-1.506845,0.256434,0.194227,-0.217784,-0.890532,-0.412202,-0.674907,-0.985626,-0.697810,-0.327433,-0.150278,-0.280116,-0.725805,-0.268455,-0.636955,-0.053017,-0.836756,-0.168534,-0.503278,-0.797857,-1.029505,-0.200863,-0.166777,-0.152141,-0.901799,-0.154049,-0.446736,-0.606802
0.817578,-0.289678,-0.036430,-0.464355,-1.105914,-0.434583,0.817893,-0.334026,0.905110,0.434801,-0.903846,1.084470,-1.503785,0.232147,0.217083,-0.238192,-0.930465,-0.450193,-0.707044,-0.960969,-0.681687,-0.310889,-0.150825,-0.272825,-0.736423,-0.277863,-0.670760,-0.046791,-0.837151,-0.179671,-0.515965,-0.801316,-1.015024,-0.194443,-0.171440,-0.179118,-0.891406,-0.150136,-0.473458,-0.615567
0.793676,-0.293724,-0.036481,-0.444949,-1.059253,-0.408819,0.826082,-0.288941,0.888405,0.410696,-0.875721,1.059211,-1.457823,0.252459,0.188749,-0.210108,-0.894294,-0.397791,-0.687118,-0.953364,-0.679300,-0.310189,-0.154835,-0.267180,-0.730051,-0.248422,-0.656958,-0.033126,-0.810778,-0.150001,-0.506733,-0.830373,-1.006455,-0.209817,-0.175672,-0.155013,-0.888145,-0.145377,-0.465009,-0.624367
